https://github.com/ConsenSys/tessera,tessera,ecdd1a2ce6412c11a8ae722d7a4527a4a66da688,eclipselink-utils,com.quorum.tessera.eclipselink.AtomicLongSequenceTest.getGeneratedVectorIsNotSupported,com.quorum.tessera.eclipselink.AtomicLongSequenceTest.customisedWithDbLogin,OD,Accepted,https://github.com/ConsenSys/tessera/pull/1193,https://github.com/TestingResearchIllinois/flaky-test-dataset/issues/42,projects/ecdd1a2ce6412c11a8ae722d7a4527a4a66da688/tessera/eclipselink-utils/src/test/java/com/quorum/tessera/eclipselink/AtomicLongSequenceTest.java,projects/ecdd1a2ce6412c11a8ae722d7a4527a4a66da688/tessera/eclipselink-utils/src/test/java/com/quorum/tessera/eclipselink/AtomicLongSequenceTest.java,,,"['0:BUILD FAILURE', 'original test not compilable, or build failure, or incorrect test name']"
https://github.com/ConsenSys/tessera,tessera,ecdd1a2ce6412c11a8ae722d7a4527a4a66da688,eclipselink-utils,com.quorum.tessera.eclipselink.AtomicLongSequenceTest.getGeneratedVectorIsNotSupported,com.quorum.tessera.eclipselink.AtomicLongSequenceTest.customisedWithNullDbLogin,OD,Accepted,https://github.com/ConsenSys/tessera/pull/1193,https://github.com/TestingResearchIllinois/flaky-test-dataset/issues/42,projects/ecdd1a2ce6412c11a8ae722d7a4527a4a66da688/tessera/eclipselink-utils/src/test/java/com/quorum/tessera/eclipselink/AtomicLongSequenceTest.java,projects/ecdd1a2ce6412c11a8ae722d7a4527a4a66da688/tessera/eclipselink-utils/src/test/java/com/quorum/tessera/eclipselink/AtomicLongSequenceTest.java,,,"['0:BUILD FAILURE', 'original test not compilable, or build failure, or incorrect test name']"
https://github.com/ConsenSys/tessera,tessera,ecdd1a2ce6412c11a8ae722d7a4527a4a66da688,eclipselink-utils,com.quorum.tessera.eclipselink.AtomicLongSequenceTest.getGeneratedVectorIsNotSupported,com.quorum.tessera.eclipselink.AtomicLongSequenceTest.onDisconnectDoesNothing,OD,Accepted,https://github.com/ConsenSys/tessera/pull/1193,https://github.com/TestingResearchIllinois/flaky-test-dataset/issues/42,projects/ecdd1a2ce6412c11a8ae722d7a4527a4a66da688/tessera/eclipselink-utils/src/test/java/com/quorum/tessera/eclipselink/AtomicLongSequenceTest.java,projects/ecdd1a2ce6412c11a8ae722d7a4527a4a66da688/tessera/eclipselink-utils/src/test/java/com/quorum/tessera/eclipselink/AtomicLongSequenceTest.java,,,"['0:BUILD FAILURE', 'original test not compilable, or build failure, or incorrect test name']"
https://github.com/ctco/cukes,cukes,b483e1a8f261b80a66291a42fc455256b0b5059c,cukes-http,lv.ctco.cukes.http.facade.HttpAssertionFacadeImplTest.shouldNotReturnBodyWhenEnabledButLongerThanMaxSize,lv.ctco.cukes.http.facade.HttpAssertionFacadeImplTest.shouldReturnBodyWhenEnabledAndNoMax,OD-Vic,Accepted,https://github.com/ctco/cukes/pull/157,,projects/b483e1a8f261b80a66291a42fc455256b0b5059c/cukes/cukes-http/src/test/java/lv/ctco/cukes/http/facade/HttpAssertionFacadeImplTest.java,projects/b483e1a8f261b80a66291a42fc455256b0b5059c/cukes/cukes-http/src/test/java/lv/ctco/cukes/http/facade/HttpAssertionFacadeImplTest.java,,,"['0:test failures', NameError(""name 'victim' is not defined"")]"
https://github.com/danfickle/openhtmltopdf,openhtmltopdf,4a0612fab7b3a55e3e11d485233b063006d03b0f,openhtmltopdf-slf4j,com.openhtmltopdf.slf4j.Slf4JLoggerTest.testLoggerWarnLevel,com.openhtmltopdf.slf4j.Slf4JLoggerTest.testLogger,OD,,,,projects/4a0612fab7b3a55e3e11d485233b063006d03b0f/openhtmltopdf/openhtmltopdf-slf4j/src/test/java/com/openhtmltopdf/slf4j/Slf4JLoggerTest.java,projects/4a0612fab7b3a55e3e11d485233b063006d03b0f/openhtmltopdf/openhtmltopdf-slf4j/src/test/java/com/openhtmltopdf/slf4j/Slf4JLoggerTest.java,True,,"['0:test failures', '1:test failures', '2:test failures', '3:test failures', '4:test failures', '5:test failures', '6:test failures', 'summary:test_failures']"
https://github.com/apache/shardingsphere-elasticjob,shardingsphere-elasticjob,b022898ef1b8c984e17efb2a422ee45f6b13e46e,elastic-job-lite-core,io.elasticjob.lite.internal.instance.ShutdownListenerManagerTest.assertRemoveLocalInstancePath,io.elasticjob.lite.internal.instance.ShutdownListenerManagerTest.assertIsShutdownAlready,OD-Vic,Accepted,https://github.com/apache/shardingsphere-elasticjob/pull/592,,projects/b022898ef1b8c984e17efb2a422ee45f6b13e46e/shardingsphere-elasticjob/elastic-job-lite-core/src/test/java/io/elasticjob/lite/internal/instance/ShutdownListenerManagerTest.java,projects/b022898ef1b8c984e17efb2a422ee45f6b13e46e/shardingsphere-elasticjob/elastic-job-lite-core/src/test/java/io/elasticjob/lite/internal/instance/ShutdownListenerManagerTest.java,True,,"['0:test failures', '1:COMPILATION ERROR', '2:test failures', '3:test failures', '4:COMPILATION ERROR', '5:COMPILATION ERROR', '6:COMPILATION ERROR', 'summary:test_failures']"
https://github.com/apache/shardingsphere-elasticjob,shardingsphere-elasticjob,b022898ef1b8c984e17efb2a422ee45f6b13e46e,elastic-job-lite-core,io.elasticjob.lite.internal.schedule.JobRegistryTest.assertGetCurrentShardingTotalCountIfNotNull,io.elasticjob.lite.internal.schedule.JobRegistryTest.assertGetCurrentShardingTotalCountIfNull,OD-Vic,Accepted,https://github.com/apache/shardingsphere-elasticjob/pull/625,,projects/b022898ef1b8c984e17efb2a422ee45f6b13e46e/shardingsphere-elasticjob/elastic-job-lite-core/src/test/java/io/elasticjob/lite/internal/schedule/JobRegistryTest.java,projects/b022898ef1b8c984e17efb2a422ee45f6b13e46e/shardingsphere-elasticjob/elastic-job-lite-core/src/test/java/io/elasticjob/lite/internal/schedule/JobRegistryTest.java,True,/home/azureuser/flaky/ODx2/8101e8c6d3d812395c426cf9246a463f55ca38b6/goodPatches/shardingsphere-elasticjob/b022898ef1b8c984e17efb2a422ee45f6b13e46e/elastic-job-lite-core/io.elasticjob.lite.internal.schedule.JobRegistryTest.assertGetCurrentShardingTotalCountIfNull/1.patch,"['0:test failures', '1:test pass', 'summary:good fix']"
https://github.com/jenkinsci/remoting,remoting,abf0455a68ad6c52a57e912bb89d51f883f77542,.,hudson.remoting.DefaultClassFilterTest.testDefaultsAreUsedIfOverridesAreGarbage,hudson.remoting.DefaultClassFilterTest.testDefaultsNoOverride,OD,,,https://github.com/TestingResearchIllinois/flaky-test-dataset/issues/82,projects/abf0455a68ad6c52a57e912bb89d51f883f77542/remoting/src/test/java/hudson/remoting/DefaultClassFilterTest.java,projects/abf0455a68ad6c52a57e912bb89d51f883f77542/remoting/src/test/java/hudson/remoting/DefaultClassFilterTest.java,True,,"['0:test failures', '1:test failures', '2:COMPILATION ERROR', '3:COMPILATION ERROR', '4:test failures', '5:test failures', '6:COMPILATION ERROR', 'summary:test_failures']"
https://github.com/jenkinsci/remoting,remoting,abf0455a68ad6c52a57e912bb89d51f883f77542,.,hudson.remoting.DefaultClassFilterTest.testDefaultsAreUsedIfOverridesAreGarbage,hudson.remoting.DefaultClassFilterTest.testDefaultsOverrideExists,OD,,,https://github.com/TestingResearchIllinois/flaky-test-dataset/issues/82,projects/abf0455a68ad6c52a57e912bb89d51f883f77542/remoting/src/test/java/hudson/remoting/DefaultClassFilterTest.java,projects/abf0455a68ad6c52a57e912bb89d51f883f77542/remoting/src/test/java/hudson/remoting/DefaultClassFilterTest.java,True,,"['0:test failures', '1:test failures', '2:COMPILATION ERROR', '3:test failures', '4:test failures', '5:test failures', '6:test failures', 'summary:test_failures']"
https://github.com/kevinsawicki/http-request,http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,com.github.kevinsawicki.http.HttpRequestTest.basicProxyAuthentication,OD-Vic,Opened,https://github.com/kevinsawicki/http-request/pull/151,,projects/2d62a3e9da726942a93cf16b6e91c0187e6c0136/http-request/lib/src/test/java/com/github/kevinsawicki/http/HttpRequestTest.java,projects/2d62a3e9da726942a93cf16b6e91c0187e6c0136/http-request/lib/src/test/java/com/github/kevinsawicki/http/HttpRequestTest.java,True,,"['0:test failures', '1:COMPILATION ERROR', '2:COMPILATION ERROR', '3:COMPILATION ERROR', '4:COMPILATION ERROR', '5:COMPILATION ERROR', '6:COMPILATION ERROR', 'summary:compilation_error']"
https://github.com/kevinsawicki/http-request,http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,com.github.kevinsawicki.http.HttpRequestTest.deleteWithEscapedMappedQueryParams,OD-Vic,Opened,https://github.com/kevinsawicki/http-request/pull/151,,projects/2d62a3e9da726942a93cf16b6e91c0187e6c0136/http-request/lib/src/test/java/com/github/kevinsawicki/http/HttpRequestTest.java,projects/2d62a3e9da726942a93cf16b6e91c0187e6c0136/http-request/lib/src/test/java/com/github/kevinsawicki/http/HttpRequestTest.java,True,,"['0:test failures', '1:test failures', '2:COMPILATION ERROR', '3:test failures', '4:test failures', '5:COMPILATION ERROR', '6:test failures', 'summary:test_failures']"
https://github.com/kevinsawicki/http-request,http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,com.github.kevinsawicki.http.HttpRequestTest.deleteWithEscapedVarargsQueryParams,OD-Vic,Opened,https://github.com/kevinsawicki/http-request/pull/151,,projects/2d62a3e9da726942a93cf16b6e91c0187e6c0136/http-request/lib/src/test/java/com/github/kevinsawicki/http/HttpRequestTest.java,projects/2d62a3e9da726942a93cf16b6e91c0187e6c0136/http-request/lib/src/test/java/com/github/kevinsawicki/http/HttpRequestTest.java,True,,"['0:test failures', '1:test failures', '2:COMPILATION ERROR', '3:COMPILATION ERROR', '4:COMPILATION ERROR', '5:COMPILATION ERROR', '6:COMPILATION ERROR', 'summary:test_failures']"
https://github.com/kevinsawicki/http-request,http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,com.github.kevinsawicki.http.HttpRequestTest.deleteWithMappedQueryParams,OD-Vic,Opened,https://github.com/kevinsawicki/http-request/pull/151,,projects/2d62a3e9da726942a93cf16b6e91c0187e6c0136/http-request/lib/src/test/java/com/github/kevinsawicki/http/HttpRequestTest.java,projects/2d62a3e9da726942a93cf16b6e91c0187e6c0136/http-request/lib/src/test/java/com/github/kevinsawicki/http/HttpRequestTest.java,True,,"['0:test failures', '1:test failures', '2:test failures', '3:COMPILATION ERROR', '4:COMPILATION ERROR', '5:COMPILATION ERROR', '6:COMPILATION ERROR', 'summary:test_failures']"
https://github.com/kevinsawicki/http-request,http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,com.github.kevinsawicki.http.HttpRequestTest.deleteWithVarargsQueryParams,OD-Vic,Opened,https://github.com/kevinsawicki/http-request/pull/151,,projects/2d62a3e9da726942a93cf16b6e91c0187e6c0136/http-request/lib/src/test/java/com/github/kevinsawicki/http/HttpRequestTest.java,projects/2d62a3e9da726942a93cf16b6e91c0187e6c0136/http-request/lib/src/test/java/com/github/kevinsawicki/http/HttpRequestTest.java,True,,"['0:test failures', '1:test failures', '2:test failures', '3:test failures', '4:COMPILATION ERROR', '5:COMPILATION ERROR', '6:COMPILATION ERROR', 'summary:test_failures']"
https://github.com/kevinsawicki/http-request,http-request,2d62a3e9da726942a93cf16b6e91c0187e6c0136,lib,com.github.kevinsawicki.http.HttpRequestTest.customConnectionFactory,com.github.kevinsawicki.http.HttpRequestTest.getUrlEncodedWithPercent,OD-Vic,Opened,https://github.com/kevinsawicki/http-request/pull/151,,projects/2d62a3e9da726942a93cf16b6e91c0187e6c0136/http-request/lib/src/test/java/com/github/kevinsawicki/http/HttpRequestTest.java,projects/2d62a3e9da726942a93cf16b6e91c0187e6c0136/http-request/lib/src/test/java/com/github/kevinsawicki/http/HttpRequestTest.java,True,,"['0:test failures', '1:test failures', '2:COMPILATION ERROR', '3:COMPILATION ERROR', '4:COMPILATION ERROR', '5:COMPILATION ERROR', '6:COMPILATION ERROR', 'summary:test_failures']"
