https://github.com/apache/camel,5c1f9e8214b16331e44a5d4142aed1d1b69008a4,components-starter/camel-gson-starter,org.apache.camel.component.gson.GsonFieldNamePolicyTest.testMarshalPojo,ID,Accepted,https://github.com/apache/camel/pull/8875,,/home/azureuser/flaky/projects/5c1f9e8214b16331e44a5d4142aed1d1b69008a4/camel/components/camel-gson/src/test/java/org/apache/camel/component/gson/GsonFieldNamePolicyTest.java,,,"['0:BUILD FAILURE', 'original test not compilable, or build failure, or incorrect test name']"
https://github.com/dropwizard/dropwizard,616ed866460ca909cb30a4eafb786c6040218ae8,dropwizard-jackson,io.dropwizard.jackson.JacksonTest.objectMapperSerializesNullValues,ID,InspiredAFix,https://github.com/dropwizard/dropwizard/pull/3284,,/home/azureuser/flaky/projects/616ed866460ca909cb30a4eafb786c6040218ae8/dropwizard/dropwizard-jackson/src/test/java/io/dropwizard/jackson/JacksonTest.java,,,"['0:test pass', 'original test not flaky']"
https://github.com/openpojo/openpojo,9badbcc4593e797accfed5e51bec9f2b843f0f67,.,com.openpojo.business.BusinessIdentityTest.testGetHashCode,ID,Opened,https://github.com/OpenPojo/openpojo/pull/137,,/home/azureuser/flaky/projects/9badbcc4593e797accfed5e51bec9f2b843f0f67/openpojo/src/test/java/com/openpojo/business/BusinessIdentityTest.java,,,"['0:COMPILATION ERROR', 'original test not compilable, or build failure, or incorrect test name']"
https://github.com/apache/incubator-streampipes,7ba9213012b72ea70edc6848c18ba6d90ff2c534,streampipes-connect,org.apache.streampipes.connect.adapter.format.json.xml.XmlTest.parseEventCarPark,ID,Accepted,https://github.com/apache/incubator-streampipes/pull/59,,/home/azureuser/flaky/projects/7ba9213012b72ea70edc6848c18ba6d90ff2c534/incubator-streampipes/streampipes-connect/src/test/java/org/apache/streampipes/connect/adapter/format/json/xml/XmlTest.java,True,/home/azureuser/flaky/IDx2/caaf35c3724938b10c9e97449d3282e28e7f424a/goodPatches/incubator-streampipes/7ba9213012b72ea70edc6848c18ba6d90ff2c534/streampipes-connect/org.apache.streampipes.connect.adapter.format.json.xml.XmlTest.parseEventCarPark/2.patch,"['0:test failures', 'simple_result_before:COMPILATION ERROR', '1:COMPILATION ERROR', '2:test pass', 'summary:good fix']"
https://github.com/eBay/jsonex,83cd2edafbca4438abee6542162ab206ad3fedd8,jsoncoder,org.jsonex.cliarg.CliParserTest.testParse,ID,MovedOrRenamed,,https://github.com/TestingResearchIllinois/idoft/issues/554,/home/azureuser/flaky/projects/83cd2edafbca4438abee6542162ab206ad3fedd8/jsonex/CliArg/src/test/java/org/jsonex/cliarg/CliParserTest.java,,,"['0:BUILD FAILURE', 'original test not compilable, or build failure, or incorrect test name']"
https://github.com/vojtechhabarta/typescript-generator,caef58bfe55a8cd1fc5d7368c19e9ff818a7b7fa,typescript-generator-core,cz.habarta.typescript.generator.ClassesTest.testUnsortedConstructor,ID,Rejected,https://github.com/vojtechhabarta/typescript-generator/pull/688,,/home/azureuser/flaky/projects/caef58bfe55a8cd1fc5d7368c19e9ff818a7b7fa/typescript-generator/typescript-generator-core/src/test/java/cz/habarta/typescript/generator/ClassesTest.java,True,/home/azureuser/flaky/IDx2/caaf35c3724938b10c9e97449d3282e28e7f424a/goodPatches/typescript-generator/caef58bfe55a8cd1fc5d7368c19e9ff818a7b7fa/typescript-generator-core/cz.habarta.typescript.generator.ClassesTest.testUnsortedConstructor/1.patch,"['0:test failures', 'simple_result_before:test pass', '1:test pass', 'summary:good fix']"
https://github.com/alibaba/fastjson,e05e9c5e4be580691cc55a59f3256595393203a1,.,com.alibaba.json.bvt.asm.SortFieldTest.test_1,ID,Opened,https://github.com/alibaba/fastjson/pull/3525,https://github.com/TestingResearchIllinois/idoft/issues/2,/home/azureuser/flaky/projects/e05e9c5e4be580691cc55a59f3256595393203a1/fastjson/src/test/java/com/alibaba/json/bvt/asm/SortFieldTest.java,True,/home/azureuser/flaky/IDx2/caaf35c3724938b10c9e97449d3282e28e7f424a/goodPatches/fastjson/e05e9c5e4be580691cc55a59f3256595393203a1/./com.alibaba.json.bvt.asm.SortFieldTest.test_1/1.patch,"['0:test failures', 'simple_result_before:test pass', '1:test pass', 'summary:good fix']"
https://github.com/streamx-co/FluentJPA,4faabd6739e53db9b98630e3e348d367c92e705f,.,co.streamx.fluent.JPA.FamilyTest.test1,ID,Accepted,https://github.com/streamx-co/FluentJPA/pull/4,,/home/azureuser/flaky/projects/4faabd6739e53db9b98630e3e348d367c92e705f/FluentJPA/src/test/java/co/streamx/fluent/JPA/FamilyTest.java,True,,"['0:test failures', 'simple_result_before:COMPILATION ERROR', '1:COMPILATION ERROR', '2:test failures', '3:COMPILATION ERROR', '4:COMPILATION ERROR', '5:COMPILATION ERROR', 'summary:test_failures']"
https://github.com/alibaba/testable-mock,80b0f3b8789921d46103d9af14a52e75406b92af,testable-core,com.alibaba.testable.core.tool.OmniAccessorTest.should_generate_member_index,ID,Accepted,https://github.com/alibaba/testable-mock/pull/223,,/home/azureuser/flaky/projects/80b0f3b8789921d46103d9af14a52e75406b92af/testable-mock/testable-core/src/test/java/com/alibaba/testable/core/tool/OmniAccessorTest.java,True,,"['0:test failures', 'simple_result_before:COMPILATION ERROR', '1:COMPILATION ERROR', '2:COMPILATION ERROR', '3:COMPILATION ERROR', '4:test failures', '5:COMPILATION ERROR', 'summary:test_failures']"
https://github.com/quarkusio/quarkus,84128ced08b138915584d1fe0dd378e001f6757f,core/devmode,io.quarkus.dev.CompilerFlagsTest.defaulting,ID,Accepted,https://github.com/quarkusio/quarkus/pull/6839,,/home/azureuser/flaky/projects/84128ced08b138915584d1fe0dd378e001f6757f/quarkus/core/devmode/src/test/java/io/quarkus/dev/CompilerFlagsTest.java,,,"['0:BUILD FAILURE', 'original test not compilable, or build failure, or incorrect test name']"
