https://github.com/soabase/exhibitor,d345d2d45c75b0694b562b6c346f8594f3a5d166,exhibitor-core,com.netflix.exhibitor.core.config.zookeeper.TestZookeeperConfigProvider.testConcurrentModification,ID,,,,/home/azureuser/flaky/projects/d345d2d45c75b0694b562b6c346f8594f3a5d166/exhibitor/exhibitor-core/src/test/java/com/netflix/exhibitor/core/config/zookeeper/TestZookeeperConfigProvider.java,True,/home/azureuser/flaky/IDx2/24ce48af70eeb68ef4b60e889e9eba45cee08086/goodPatches/exhibitor/d345d2d45c75b0694b562b6c346f8594f3a5d166/exhibitor-core/com.netflix.exhibitor.core.config.zookeeper.TestZookeeperConfigProvider.testConcurrentModification/2.patch,"['0:test failures', 'simple_result_before:test failures', '1:test failures', '2:test pass', 'summary:good fix']"
https://github.com/karatelabs/karate,2c42468d5f32cb32592ad4a46bcf5ff1a4e60a5e,karate-core,com.intuit.karate.core.FeatureResultTest.testJsonConversion,ID,,,,/home/azureuser/flaky/projects/2c42468d5f32cb32592ad4a46bcf5ff1a4e60a5e/karate/karate-core/src/test/java/com/intuit/karate/core/FeatureResultTest.java,True,,"['0:test failures', 'simple_result_before:COMPILATION ERROR', '1:COMPILATION ERROR', '2:COMPILATION ERROR', '3:test failures', '4:COMPILATION ERROR', '5:test failures', 'summary:test_failures']"
https://github.com/gchq/Gaffer,ca465ec9243c7ed981528379e351bddeae8d5c83,core/common-util,uk.gov.gchq.gaffer.commonutil.OneOrMoreTest.shouldAddAllItemsWithDeduplicate,ID,,,,/home/azureuser/flaky/projects/ca465ec9243c7ed981528379e351bddeae8d5c83/Gaffer/core/common-util/src/test/java/uk/gov/gchq/gaffer/commonutil/OneOrMoreTest.java,True,,"['0:test failures', 'simple_result_before:test failures', '1:test failures', '2:COMPILATION ERROR', '3:COMPILATION ERROR', '4:COMPILATION ERROR', '5:COMPILATION ERROR', 'summary:test_failures']"
https://github.com/ctripcorp/apollo,24062ad9b314da0fb44ccb941dcfd3da46a91fb7,apollo-configservice,com.ctrip.framework.apollo.configservice.service.AppNamespaceServiceWithCacheTest.testAppNamespace,ID,,,,/home/azureuser/flaky/projects/24062ad9b314da0fb44ccb941dcfd3da46a91fb7/apollo/apollo-configservice/src/test/java/com/ctrip/framework/apollo/configservice/service/AppNamespaceServiceWithCacheTest.java,True,,"['0:test failures', 'simple_result_before:COMPILATION ERROR', '1:COMPILATION ERROR', '2:COMPILATION ERROR', '3:test failures', '4:test failures', '5:test failures', 'summary:test_failures']"
https://github.com/apache/nifi,2bd752d868a8f3e36113b078bb576cf054e945e8,nifi-nar-bundles/nifi-framework-bundle/nifi-framework/nifi-framework-core,org.apache.nifi.controller.status.history.EmbeddedQuestDbStatusHistoryRepositoryForComponentsTest.testReadingEmptyRepository,ID,,,,/home/azureuser/flaky/projects/2bd752d868a8f3e36113b078bb576cf054e945e8/nifi/nifi-nar-bundles/nifi-framework-bundle/nifi-framework/nifi-framework-core/src/test/java/org/apache/nifi/controller/status/history/EmbeddedQuestDbStatusHistoryRepositoryForComponentsTest.java,True,,"['0:test failures', 'simple_result_before:COMPILATION ERROR', '1:COMPILATION ERROR', '2:COMPILATION ERROR', '3:COMPILATION ERROR', '4:COMPILATION ERROR', '5:COMPILATION ERROR', 'summary:compilation_error']"
https://github.com/zhangxd1989/spring-boot-cloud,e3966d7cefa4fa429d13bbc8de7f4dafbae0de35,registry,cn.zhangxd.registry.ApplicationTests.catalogLoads,ID,,,,/home/azureuser/flaky/projects/e3966d7cefa4fa429d13bbc8de7f4dafbae0de35/spring-boot-cloud/registry/target/docker/target/docker/src/test/java/cn/zhangxd/registry/ApplicationTests.java,True,,"['0:test failures', 'simple_result_before:test failures', '1:test failures', '2:test failures', '3:test failures', '4:test failures', '5:test failures', 'summary:test_failures']"
https://github.com/zhangxd1989/spring-boot-cloud,e3966d7cefa4fa429d13bbc8de7f4dafbae0de35,registry,cn.zhangxd.registry.ApplicationTests.catalogLoads,ID,,,,/home/azureuser/flaky/projects/e3966d7cefa4fa429d13bbc8de7f4dafbae0de35/spring-boot-cloud/registry/target/docker/src/test/java/cn/zhangxd/registry/ApplicationTests.java,,,"['0:test failures', 'original test code extraction error']"
https://github.com/zhangxd1989/spring-boot-cloud,e3966d7cefa4fa429d13bbc8de7f4dafbae0de35,registry,cn.zhangxd.registry.ApplicationTests.catalogLoads,ID,,,,/home/azureuser/flaky/projects/e3966d7cefa4fa429d13bbc8de7f4dafbae0de35/spring-boot-cloud/registry/src/test/java/cn/zhangxd/registry/ApplicationTests.java,True,,"['0:test failures', 'simple_result_before:test failures', '1:test failures', '2:test failures', '3:COMPILATION ERROR', '4:test failures', '5:test failures', 'summary:test_failures']"
https://github.com/adobe/aem-core-wcm-components,5f29cc86b17b6db36cc617805295eb951b6504a1,bundles/core,com.adobe.cq.wcm.core.components.internal.link.DefaultPathProcessorTest.testVanityConfig,ID,,,,/home/azureuser/flaky/projects/5f29cc86b17b6db36cc617805295eb951b6504a1/aem-core-wcm-components/bundles/core/src/test/java/com/adobe/cq/wcm/core/components/internal/link/DefaultPathProcessorTest.java,True,,"['0:test failures', 'simple_result_before:test failures', '1:test failures', '2:COMPILATION ERROR', '3:COMPILATION ERROR', '4:COMPILATION ERROR', '5:COMPILATION ERROR', 'summary:test_failures']"
https://github.com/Alluxio/alluxio,68fcda9dd2ca2181eb897e10ca02fa5bc3a3099f,core/server/worker,alluxio.worker.block.allocator.GreedyAllocatorTest.allocateBlock,ID,,,,/home/azureuser/flaky/projects/68fcda9dd2ca2181eb897e10ca02fa5bc3a3099f/alluxio/core/server/worker/src/test/java/alluxio/worker/block/allocator/GreedyAllocatorTest.java,True,,"['0:test failures', 'simple_result_before:test failures', '1:test failures', '2:test failures', '3:COMPILATION ERROR', '4:test failures', '5:test failures', 'summary:test_failures']"
